dia,mes,ano,feriado,fp,fs,hora,sem_pas,potencia
15,10,2021,0,1,0,23.5,6112.80622,5935.25963
16,10,2021,0,1,0,0,5990.48596,5788.77328
16,10,2021,0,1,0,0.5,5830.23109,5693.87825
16,10,2021,0,1,0,1,5727.41002,5547.60578
16,10,2021,0,1,0,1.5,5581.27816,5537.77481
16,10,2021,0,1,0,2,5494.12088,5412.85809
16,10,2021,0,1,0,2.5,5381.50288,5407.35618
16,10,2021,0,1,0,3,5485.15192,5409.41077
16,10,2021,0,1,0,3.5,5474.80065,5386.8918
16,10,2021,0,1,0,4,5515.06041,5380.75032
16,10,2021,0,1,0,4.5,5538.94415,5437.80228
16,10,2021,0,1,0,5,5577.16089,5465.31821
16,10,2021,0,1,0,5.5,5510.42483,5456.26843
16,10,2021,0,1,0,6,5485.99109,5419.45927
16,10,2021,0,1,0,6.5,5420.08213,5399.37722
16,10,2021,0,1,0,7,5604.9866,5495.89486
16,10,2021,0,1,0,7.5,5793.74317,5671.36494
16,10,2021,0,1,0,8,5951.89927,5816.63512
16,10,2021,0,1,0,8.5,6113.57841,6027.61449
16,10,2021,0,1,0,9,6289.08457,6276.11495
16,10,2021,0,1,0,9.5,6355.24687,6377.07473
16,10,2021,0,1,0,10,6521.44865,6310.21854
16,10,2021,0,1,0,10.5,6507.29777,6424.29857
16,10,2021,0,1,0,11,6548.66992,6560.44344
16,10,2021,0,1,0,11.5,6556.22908,6603.59519
16,10,2021,0,1,0,12,6569.38127,6569.09944
16,10,2021,0,1,0,12.5,6564.18449,6460.39016
16,10,2021,0,1,0,13,6413.85071,6397.34846
16,10,2021,0,1,0,13.5,6391.50282,6356.9856
16,10,2021,0,1,0,14,6433.33269,6284.90207
16,10,2021,0,1,0,14.5,6458.12757,6288.63659
16,10,2021,0,1,0,15,6407.21976,6318.33179
16,10,2021,0,1,0,15.5,6444.38177,6297.96283
16,10,2021,0,1,0,16,6353.49381,6259.35645
16,10,2021,0,1,0,16.5,6350.36386,6166.8923
16,10,2021,0,1,0,17,6302.24592,6092.26467
16,10,2021,0,1,0,17.5,6291.63932,6182.96291
16,10,2021,0,1,0,18,6366.27113,6166.28779
16,10,2021,0,1,0,18.5,6636.34057,6589.45796
16,10,2021,0,1,0,19,6600.33754,6657.37621
16,10,2021,0,1,0,19.5,6653.39805,6580.66486
16,10,2021,0,1,0,20,6664.34201,6567.23663
16,10,2021,0,1,0,20.5,6581.56449,6499.93154
16,10,2021,0,1,0,21,6535.01797,6486.1769
16,10,2021,0,1,0,21.5,6606.18002,6503.65146
16,10,2021,0,1,0,22,6412.87274,6332.89581
16,10,2021,0,1,0,22.5,6394.78198,6264.24661
16,10,2021,0,1,0,23,6154.83365,6050.71443
16,10,2021,0,1,0,23.5,6030.59641,5887.89632
17,10,2021,0,1,0,0,5999.33763,5803.07447
17,10,2021,0,1,0,0.5,5796.73339,5713.83766
17,10,2021,0,1,0,1,5696.76589,5607.62263
17,10,2021,0,1,0,1.5,5567.27779,5502.86401
17,10,2021,0,1,0,2,5499.82751,5428.95297
17,10,2021,0,1,0,2.5,5538.53619,5376.82262
17,10,2021,0,1,0,3,5481.62697,5321.07045
17,10,2021,0,1,0,3.5,5501.77947,5312.16955
17,10,2021,0,1,0,4,5492.55055,5314.06587
17,10,2021,0,1,0,4.5,5418.66564,5269.90644
17,10,2021,0,1,0,5,5476.79255,5301.67974
17,10,2021,0,1,0,5.5,5506.45769,5272.8423
17,10,2021,0,1,0,6,5410.72758,5117.87859
17,10,2021,0,1,0,6.5,5309.83752,5012.61572
17,10,2021,0,1,0,7,5216.85327,4961.37534
17,10,2021,0,1,0,7.5,5353.68414,5101.04945
17,10,2021,0,1,0,8,5466.38539,5201.80944
17,10,2021,0,1,0,8.5,5591.87207,5328.33774
17,10,2021,0,1,0,9,5723.9466,5381.18907
17,10,2021,0,1,0,9.5,5801.76845,5497.64617
17,10,2021,0,1,0,10,5917.56326,5560.33332
17,10,2021,0,1,0,10.5,5950.76409,5583.96841
17,10,2021,0,1,0,11,6017.7603,5704.04464
17,10,2021,0,1,0,11.5,6058.56311,5768.04945
17,10,2021,0,1,0,12,6005.47799,5655.52647
17,10,2021,0,1,0,12.5,6015.56153,5721.36305
17,10,2021,0,1,0,13,6022.45731,5765.94
17,10,2021,0,1,0,13.5,5997.04593,5637.45265
17,10,2021,0,1,0,14,6071.56366,5625.3574
17,10,2021,0,1,0,14.5,6045.03994,5645.45407
17,10,2021,0,1,0,15,6037.12161,5616.23211
17,10,2021,0,1,0,15.5,5981.59672,5527.18503
17,10,2021,0,1,0,16,5970.78361,5501.12189
17,10,2021,0,1,0,16.5,5920.60314,5558.41097
17,10,2021,0,1,0,17,5850.91209,5491.85068
17,10,2021,0,1,0,17.5,6048.06067,5594.18873
17,10,2021,0,1,0,18,6224.97875,5748.5131
17,10,2021,0,1,0,18.5,6568.95413,6219.9588
17,10,2021,0,1,0,19,6617.46738,6344.6038
17,10,2021,0,1,0,19.5,6604.96593,6422.58206
17,10,2021,0,1,0,20,6677.43778,6412.09278
17,10,2021,0,1,0,20.5,6567.6806,6406.32389
17,10,2021,0,1,0,21,6544.84673,6348.00585
17,10,2021,0,1,0,21.5,6394.08359,6161.50696
17,10,2021,0,1,0,22,6342.90199,6057.01024
17,10,2021,0,1,0,22.5,6031.62752,5863.51104
17,10,2021,0,1,0,23,5996.127,5722.79425
17,10,2021,0,1,0,23.5,5698.72265,5512.58148
18,10,2021,0,1,0,0,5631.87392,5372.21944
18,10,2021,0,1,0,0.5,5396.9267,5250.8527
18,10,2021,0,1,0,1,5353.9286,5247.56721
18,10,2021,0,1,0,1.5,5214.07719,5192.95252
18,10,2021,0,1,0,2,5179.15144,5105.32828
18,10,2021,0,1,0,2.5,5133.73578,5063.56376
18,10,2021,0,1,0,3,5078.63556,4974.25328
18,10,2021,0,1,0,3.5,5059.1627,4980.47745
18,10,2021,0,1,0,4,5096.21963,5040.78633
18,10,2021,0,1,0,4.5,5177.72239,4995.79962
18,10,2021,0,1,0,5,5215.41678,5087.12638
18,10,2021,0,1,0,5.5,5320.76417,5154.51269
18,10,2021,0,1,0,6,5318.94151,5186.8632
18,10,2021,0,1,0,6.5,5347.45902,5300.02306
18,10,2021,0,1,0,7,5474.0592,5460.34361
18,10,2021,0,1,0,7.5,5677.96205,5808.47177
18,10,2021,0,1,0,8,5996.61598,6011.1246
18,10,2021,0,1,0,8.5,6131.2256,6336.85905
18,10,2021,0,1,0,9,6289.63182,6465.9641
18,10,2021,0,1,0,9.5,6506.74197,6482.20903
18,10,2021,0,1,0,10,6568.50261,6531.04033
18,10,2021,0,1,0,10.5,6649.38419,6721.81708
18,10,2021,0,1,0,11,6587.87667,6733.36119
18,10,2021,0,1,0,11.5,6603.39473,6897.53054
18,10,2021,0,1,0,12,6722.24946,6803.88369
18,10,2021,0,1,0,12.5,6544.77088,6898.33855
18,10,2021,0,1,0,13,6471.15346,6743.65748
18,10,2021,0,1,0,13.5,6540.89685,6776.33054
18,10,2021,0,1,0,14,6470.57037,6704.96261
18,10,2021,0,1,0,14.5,6490.14498,6890.11884
18,10,2021,0,1,0,15,6569.16425,6766.24779
18,10,2021,0,1,0,15.5,6545.83428,6847.84818
18,10,2021,0,1,0,16,6465.28139,6801.73326
18,10,2021,0,1,0,16.5,6585.64092,6776.74425
18,10,2021,0,1,0,17,6427.85462,6710.59386
18,10,2021,0,1,0,17.5,6563.03161,6610.05398
18,10,2021,0,1,0,18,6577.91613,6526.00652
18,10,2021,0,1,0,18.5,6706.55022,6857.41799
18,10,2021,0,1,0,19,6760.47615,6892.48033
18,10,2021,0,1,0,19.5,6733.4317,6910.36663
18,10,2021,0,1,0,20,6717.3116,6868.63743
18,10,2021,0,1,0,20.5,6685.02285,6851.90554
18,10,2021,0,1,0,21,6650.4248,6786.54244
18,10,2021,0,1,0,21.5,6624.50172,6771.4537
18,10,2021,0,1,0,22,6473.33149,6683.57761
18,10,2021,0,1,0,22.5,6350.99763,6686.2855
18,10,2021,0,1,0,23,6047.39777,6347.09675
18,10,2021,0,1,0,23.5,5865.2496,6247.54102
19,10,2021,0,1,0,0,5871.0979,6031.27325
19,10,2021,0,1,0,0.5,5765.15754,5892.84423
19,10,2021,0,1,0,1,5594.28376,5900.39989
19,10,2021,0,1,0,1.5,5474.43456,5727.12462
19,10,2021,0,1,0,2,5448.02602,5639.13538
19,10,2021,0,1,0,2.5,5404.37694,5658.86435
19,10,2021,0,1,0,3,5402.28927,5710.46166
19,10,2021,0,1,0,3.5,5375.08314,5590.35356
19,10,2021,0,1,0,4,5315.37429,5627.76873
19,10,2021,0,1,0,4.5,5394.95299,5662.16352
19,10,2021,0,1,0,5,5450.62985,5761.87216
19,10,2021,0,1,0,5.5,5528.60559,5840.61356
19,10,2021,0,1,0,6,5483.87218,5815.35529
19,10,2021,0,1,0,6.5,5384.04666,5844.1671
19,10,2021,0,1,0,7,5545.7318,5817.77826
19,10,2021,0,1,0,7.5,5810.4282,6155.13384
19,10,2021,0,1,0,8,5949.58753,6233.42006
19,10,2021,0,1,0,8.5,6306.71219,6362.73185
19,10,2021,0,1,0,9,6462.06413,6514.62065
19,10,2021,0,1,0,9.5,6453.92675,6640.71972
19,10,2021,0,1,0,10,6632.12241,6672.73465
19,10,2021,0,1,0,10.5,6634.18781,6759.02345
19,10,2021,0,1,0,11,6694.97527,6802.70083
19,10,2021,0,1,0,11.5,6657.87252,6737.46498
19,10,2021,0,1,0,12,6760.46243,6849.56438
19,10,2021,0,1,0,12.5,6742.61668,6748.33762
19,10,2021,0,1,0,13,6580.94897,6740.46232
19,10,2021,0,1,0,13.5,6613.56422,6711.01248
19,10,2021,0,1,0,14,6601.1184,6761.3086
19,10,2021,0,1,0,14.5,6615.91842,6812.21711
19,10,2021,0,1,0,15,6696.25583,6738.95936
19,10,2021,0,1,0,15.5,6587.44845,6825.57277
19,10,2021,0,1,0,16,6678.39921,6828.49069
19,10,2021,0,1,0,16.5,6667.47134,6848.30259
19,10,2021,0,1,0,17,6553.46919,6744.88951
19,10,2021,0,1,0,17.5,6601.30881,6785.67628
19,10,2021,0,1,0,18,6418.54258,6658.17144
19,10,2021,0,1,0,18.5,6750.23032,6825.84382
19,10,2021,0,1,0,19,6757.01266,6848.45252
19,10,2021,0,1,0,19.5,6778.07249,6888.07662
19,10,2021,0,1,0,20,6799.88017,6869.7617
19,10,2021,0,1,0,20.5,6734.99696,6817.49918
19,10,2021,0,1,0,21,6695.62596,6801.79779
19,10,2021,0,1,0,21.5,6672.66248,6841.20237
19,10,2021,0,1,0,22,6483.24643,6685.46809
19,10,2021,0,1,0,22.5,6420.97327,6574.57045
19,10,2021,0,1,0,23,6195.09928,6441.94802
19,10,2021,0,1,0,23.5,5970.34377,6281.20489
20,10,2021,0,1,0,0,5853.49681,6129.60834
20,10,2021,0,1,0,0.5,5780.13776,5976.73292
20,10,2021,0,1,0,1,5655.57201,5824.44287
20,10,2021,0,1,0,1.5,5478.52129,5860.71911
20,10,2021,0,1,0,2,5549.13546,5765.32402
20,10,2021,0,1,0,2.5,5522.70952,5645.03881
20,10,2021,0,1,0,3,5401.54345,5725.86655
20,10,2021,0,1,0,3.5,5481.45538,5748.6106
20,10,2021,0,1,0,4,5380.86518,5699.38318
20,10,2021,0,1,0,4.5,5495.14172,5846.42739
20,10,2021,0,1,0,5,5467.83748,5834.40465
20,10,2021,0,1,0,5.5,5509.86253,5889.21537
20,10,2021,0,1,0,6,5543.10908,5854.46155
20,10,2021,0,1,0,6.5,5509.12215,5926.50803
20,10,2021,0,1,0,7,5675.77367,5849.73806
20,10,2021,0,1,0,7.5,5972.23052,6158.91146
20,10,2021,0,1,0,8,6014.54463,6305.41492
20,10,2021,0,1,0,8.5,6341.72766,6547.38381
20,10,2021,0,1,0,9,6326.71855,6729.84584
20,10,2021,0,1,0,9.5,6540.72935,6781.99738
20,10,2021,0,1,0,10,6637.56521,6829.77839
20,10,2021,0,1,0,10.5,6696.65603,6957.46361
20,10,2021,0,1,0,11,6763.65599,6933.50047
20,10,2021,0,1,0,11.5,6771.99416,7078.86262
20,10,2021,0,1,0,12,6765.26905,6967.78899
20,10,2021,0,1,0,12.5,6737.6714,6961.10433
20,10,2021,0,1,0,13,6544.49059,6844.97312
20,10,2021,0,1,0,13.5,6596.11163,6833.18689
20,10,2021,0,1,0,14,6636.7395,6921.1023
20,10,2021,0,1,0,14.5,6632.59459,6994.26073
20,10,2021,0,1,0,15,6727.57538,6951.05682
20,10,2021,0,1,0,15.5,6659.92953,7001.59643
20,10,2021,0,1,0,16,6599.15896,6927.60241
20,10,2021,0,1,0,16.5,6568.45823,6904.47289
20,10,2021,0,1,0,17,6569.89299,6780.2739
20,10,2021,0,1,0,17.5,6521.2879,6691.94727
20,10,2021,0,1,0,18,6429.71141,6700.85574
20,10,2021,0,1,0,18.5,6740.60628,6956.15136
20,10,2021,0,1,0,19,6776.69996,6982.14423
20,10,2021,0,1,0,19.5,6754.36115,6982.01009
20,10,2021,0,1,0,20,6818.21575,6954.92283
20,10,2021,0,1,0,20.5,6758.36941,6986.63635
20,10,2021,0,1,0,21,6702.02237,6937.0506
20,10,2021,0,1,0,21.5,6661.80933,6964.1433
20,10,2021,0,1,0,22,6485.26376,6808.80697
20,10,2021,0,1,0,22.5,6424.57544,6740.72423
20,10,2021,0,1,0,23,6249.01681,6471.94451
20,10,2021,0,1,0,23.5,6031.2731,6400.91771
21,10,2021,0,1,0,0,5855.91378,6258.23089
21,10,2021,0,1,0,0.5,5831.70194,6099.14359
21,10,2021,0,1,0,1,5609.69412,6009.27928
21,10,2021,0,1,0,1.5,5577.13713,5936.01034
21,10,2021,0,1,0,2,5577.73008,5740.4254
21,10,2021,0,1,0,2.5,5510.07903,5703.98176
21,10,2021,0,1,0,3,5441.44368,5793.71135
21,10,2021,0,1,0,3.5,5383.19127,5698.05463
21,10,2021,0,1,0,4,5378.79976,5839.57374
21,10,2021,0,1,0,4.5,5470.88922,5776.23275
21,10,2021,0,1,0,5,5497.75687,5889.15574
21,10,2021,0,1,0,5.5,5488.2836,5923.18101
21,10,2021,0,1,0,6,5596.55006,5871.01059
21,10,2021,0,1,0,6.5,5502.93714,5948.2515
21,10,2021,0,1,0,7,5590.47507,6010.17063
21,10,2021,0,1,0,7.5,5865.28871,6200.78273
21,10,2021,0,1,0,8,6009.56999,6295.11626
21,10,2021,0,1,0,8.5,6312.02904,6520.93515
21,10,2021,0,1,0,9,6351.52608,6636.80452
21,10,2021,0,1,0,9.5,6477.12469,6735.86048
21,10,2021,0,1,0,10,6541.27182,6818.69875
21,10,2021,0,1,0,10.5,6613.13537,6911.94332
21,10,2021,0,1,0,11,6721.77201,6943.3545
21,10,2021,0,1,0,11.5,6714.26538,7047.1052
21,10,2021,0,1,0,12,6768.0089,6938.85244
21,10,2021,0,1,0,12.5,6730.74607,6856.60968
21,10,2021,0,1,0,13,6604.53316,6853.87985
21,10,2021,0,1,0,13.5,6590.81872,6829.63518
21,10,2021,0,1,0,14,6621.53788,6806.79498
21,10,2021,0,1,0,14.5,6684.57373,6886.91846
21,10,2021,0,1,0,15,6659.32748,6897.13295
21,10,2021,0,1,0,15.5,6648.35978,6857.58248
21,10,2021,0,1,0,16,6555.96858,6902.78612
21,10,2021,0,1,0,16.5,6647.75527,6795.32203
21,10,2021,0,1,0,17,6565.41839,6630.35111
21,10,2021,0,1,0,17.5,6446.76808,6620.934
21,10,2021,0,1,0,18,6362.88364,6582.68806
21,10,2021,0,1,0,18.5,6796.805,6913.13156
21,10,2021,0,1,0,19,6842.06717,6974.56378
21,10,2021,0,1,0,19.5,6832.11442,6972.07129
21,10,2021,0,1,0,20,6742.1159,6945.59733
21,10,2021,0,1,0,20.5,6760.79196,6937.05059
21,10,2021,0,1,0,21,6697.39443,6942.18935
21,10,2021,0,1,0,21.5,6617.38111,6925.02032
21,10,2021,0,1,0,22,6465.82139,6844.18111
21,10,2021,0,1,0,22.5,6304.01964,6767.31436
21,10,2021,0,1,0,23,6212.77984,6495.32235
21,10,2021,0,1,0,23.5,6088.08544,6404.40394
22,10,2021,0,1,0,0,5954.66958,6273.40211
22,10,2021,0,1,0,0.5,5762.86272,6141.63751
22,10,2021,0,1,0,1,5670.5408,6022.06917
22,10,2021,0,1,0,1.5,5607.95242,5973.61752
22,10,2021,0,1,0,2,5496.93765,5893.93346
22,10,2021,0,1,0,2.5,5513.18532,5819.51001
22,10,2021,0,1,0,3,5459.66935,5843.47672
22,10,2021,0,1,0,3.5,5314.29797,5754.33227
22,10,2021,0,1,0,4,5475.51631,5796.13899
22,10,2021,0,1,0,4.5,5448.48917,5682.4041
22,10,2021,0,1,0,5,5483.30962,5853.10414
22,10,2021,0,1,0,5.5,5517.11306,5955.85246
22,10,2021,0,1,0,6,5476.38844,5839.38931
22,10,2021,0,1,0,6.5,5444.2235,5945.13303
22,10,2021,0,1,0,7,5579.07773,5963.62812
22,10,2021,0,1,0,7.5,5861.69895,6226.18219
22,10,2021,0,1,0,8,5991.24294,6403.79317
22,10,2021,0,1,0,8.5,6299.06274,6745.60246
22,10,2021,0,1,0,9,6273.33866,6746.66567
22,10,2021,0,1,0,9.5,6374.56942,6843.53903
22,10,2021,0,1,0,10,6545.92208,6969.90398
22,10,2021,0,1,0,10.5,6521.22175,7056.55926
22,10,2021,0,1,0,11,6677.18663,7153.66266
22,10,2021,0,1,0,11.5,6609.03747,7181.88049
22,10,2021,0,1,0,12,6586.8064,7089.37612
22,10,2021,0,1,0,12.5,6577.35086,6996.83777
22,10,2021,0,1,0,13,6471.23862,6941.57377
22,10,2021,0,1,0,13.5,6442.68096,6850.33835
22,10,2021,0,1,0,14,6452.95104,6913.01027
22,10,2021,0,1,0,14.5,6492.95773,7044.69438
22,10,2021,0,1,0,15,6439.14274,6948.09812
22,10,2021,0,1,0,15.5,6465.78225,7071.893
22,10,2021,0,1,0,16,6461.51684,6953.54246
22,10,2021,0,1,0,16.5,6380.6141,7037.58706
22,10,2021,0,1,0,17,6353.24864,6841.43902
22,10,2021,0,1,0,17.5,6269.84671,6935.4113
22,10,2021,0,1,0,18,6071.14652,6722.95275
22,10,2021,0,1,0,18.5,6550.42535,7012.65946
22,10,2021,0,1,0,19,6606.00087,7037.39522
22,10,2021,0,1,0,19.5,6586.81417,7024.35784
22,10,2021,0,1,0,20,6567.02243,7006.75527
22,10,2021,0,1,0,20.5,6578.68215,6971.17093
22,10,2021,0,1,0,21,6518.15094,6892.0393
22,10,2021,0,1,0,21.5,6498.09444,6870.19209
22,10,2021,0,1,0,22,6386.8512,6812.52135
22,10,2021,0,1,0,22.5,6303.47562,6699.48689
22,10,2021,0,1,0,23,5976.29336,6463.19038
22,10,2021,0,1,0,23.5,5935.25963,6387.76159
23,10,2021,0,1,0,0,5788.77328,6337.64804
23,10,2021,0,1,0,0.5,5693.87825,6165.92233
23,10,2021,0,1,0,1,5547.60578,6087.84712
23,10,2021,0,1,0,1.5,5537.77481,5853.79533
23,10,2021,0,1,0,2,5412.85809,5862.48003
23,10,2021,0,1,0,2.5,5407.35618,5880.93247
23,10,2021,0,1,0,3,5409.41077,5719.85459
23,10,2021,0,1,0,3.5,5386.8918,5821.41651
23,10,2021,0,1,0,4,5380.75032,5757.26367
23,10,2021,0,1,0,4.5,5437.80228,5716.75833
23,10,2021,0,1,0,5,5465.31821,5908.36043
23,10,2021,0,1,0,5.5,5456.26843,5803.56451
23,10,2021,0,1,0,6,5419.45927,5756.961
23,10,2021,0,1,0,6.5,5399.37722,5823.76716
23,10,2021,0,1,0,7,5495.89486,5849.60517
23,10,2021,0,1,0,7.5,5671.36494,6081.90228
23,10,2021,0,1,0,8,5816.63512,6263.26899
23,10,2021,0,1,0,8.5,6027.61449,6351.76292
23,10,2021,0,1,0,9,6276.11495,6653.59258
23,10,2021,0,1,0,9.5,6377.07473,6706.3733
23,10,2021,0,1,0,10,6310.21854,6705.82831
23,10,2021,0,1,0,10.5,6424.29857,6855.61414
23,10,2021,0,1,0,11,6560.44344,6903.7811
23,10,2021,0,1,0,11.5,6603.59519,6975.185
23,10,2021,0,1,0,12,6569.09944,6799.54544
23,10,2021,0,1,0,12.5,6460.39016,6898.76349
23,10,2021,0,1,0,13,6397.34846,6824.45261
23,10,2021,0,1,0,13.5,6356.9856,6749.11016999999
23,10,2021,0,1,0,14,6284.90207,6498.29824
23,10,2021,0,1,0,14.5,6288.63659,6612.82342
23,10,2021,0,1,0,15,6318.33179,6576.17974
23,10,2021,0,1,0,15.5,6297.96283,6519.87949
23,10,2021,0,1,0,16,6259.35645,6657.37534
23,10,2021,0,1,0,16.5,6166.8923,6491.67221
23,10,2021,0,1,0,17,6092.26467,6518.28561
23,10,2021,0,1,0,17.5,6182.96291,6440.15579
23,10,2021,0,1,0,18,6166.28779,6594.39376
23,10,2021,0,1,0,18.5,6589.45796,7063.33263
23,10,2021,0,1,0,19,6657.37621,6979.03129
23,10,2021,0,1,0,19.5,6580.66486,6969.1359
23,10,2021,0,1,0,20,6567.23663,6926.25471
23,10,2021,0,1,0,20.5,6499.93154,6937.83128
23,10,2021,0,1,0,21,6486.1769,6900.76836
23,10,2021,0,1,0,21.5,6503.65146,6906.35265
23,10,2021,0,1,0,22,6332.89581,6703.63212
23,10,2021,0,1,0,22.5,6264.24661,6626.84703
